id,nodename,nodeclass,propertytext
"character/R288","许涛","人物",""
"character/R289","张颖","人物",""
"character/R29","2020年1月20日晚，钟南山院士接受了白岩松采访，提出“它是肯定有人传人的”，拉响全国防控警报。","事件","所属期刊: “武汉”；"
"character/R291","广东桥头派出所","机构",""
"character/R293","埃博拉出血热（EBHF）","疾病",""
"character/R294","急性呼吸道传染病","疾病",""
"character/R295","埃博拉病毒","病毒",""
"character/R296","甲型H1N1流感病毒","病毒",""
"character/R297","副站长","职务",""
"character/R298","乌恰县公安局阿克检查站","机构",""
"character/R301","湖南衡山县东湖镇马迹卫生院药剂组","机构",""
"character/R30","2003年4月12日，广东呼吸疾病研究院召开发布会上，“现在病原不知道，怎么预防不清楚，怎么治疗也还没有很好的办法，病情还在传染，怎么能说是控制了？我们顶多叫遏制，不叫控制！”","言论",""
"character/R300","副组长","职务",""
"character/R302","安徽省枞阳县公安局特（巡）警大队","机构",""
"character/R303","所长","职务",""
"character/R305","山东省东明县看守所","机构",""
"character/R306","部长","职务",""
"character/R307","齐鲁交通发展集团有限公司淄博分公司收费管理部","机构",""
"character/R308","医生","职务",""
"character/R309","武汉亚心总医院","机构",""
"character/R31","2020年1月20日，央视新闻采访，“新型冠状病毒很可能来自野味，可以人传人，存在医务人员感染的风险。”","言论",""
"character/R310","副院长","职务",""
"character/R311","福建省南平市浦城县仙阳镇中心卫生院","机构",""
"character/R313","墨西哥","城市",""
"character/R314","加利福尼亚州","城市",""
"character/R315","德克萨斯州","城市",""
"character/R316","安徽","城市",""
"character/R317","西非","城市",""
"character/R318","上海科技出版社","机构","出版: “《张文宏教授支招防控新型冠状病毒》、《翁心华疑难感染病和发热病例精选与临床思维》、《认识肝炎 知行合一（病毒性肝炎宜指导和释疑）》”；"
"character/R319","科学出版社","机构","出版: “《重点感染性疾病的防治（第2版）》”；"
"character/R32","对慢性不明原因咳嗽诊断成功率达85%，重症监护室抢救成功率达91%；","事迹",""
"character/R320","在抗击新型冠状病毒感染的肺炎疫情工作中不幸感染，经全力抢救无效，于2020年2月7日凌晨2点58分去世","事件",""
"character/R321","王森","人物",""
"character/R322","孙峰","人物",""
"character/R323","雷建平","人物",""
"character/R324","吴雪琼","人物",""
"character/R325","中华医学科技奖","事件",""
"character/R326","上海市银蛇奖","事件",""
"character/R327","高福","人物","参与事件: “率领首批中国疾病预防控制中心移动实验室检测队赴塞拉利昂抗击埃博拉”；发表: ““作为中国疾控中心主任，我更大的工作是疾病预防控制工作，落实总书记在十九大提出的预防控制重大疾病，从治疗为主转向预防为主健康中国的策略。””；事迹: “首次证实野生迁徙鸟能够群体感染高致病性H5N1禽流感病毒，改变了野生迁徙鸟只是流感病毒贮存宿主的结论、描绘出埃博拉病毒的进化图，在抗击埃博拉病毒的国际援助行动中发挥了关键作用;”；出生地: “山西应县”；履历: “2013年12月至今 中国科学院 院士、2011年5月至今 中国疾病预防控制中心 副主任”；重要成果: “《病原微生物实验室生物安全培训指南》、《禽病学 第10版》、《核武器及放射损伤医学防治学》、《病毒学家 田波院士》、《禽病学 第9版》、《病毒学原理 分子生物学 第3版》、《微生物学案头百科》、《在分子水平上研究空气传播禽流感病毒的 H5血凝素》、《禽病学 第11版》、《鸡新城疫防制》、《埃博拉病毒糖蛋白结合内吞体受体NPC1的分子机制》、《禽病学 第12版》、《猪瘟防制》”；获奖事件: “2008年 第一届谈家桢生命科学创新奖、2014年 第19届日本日经亚洲奖、2015年 第十六届吴阶平-保罗·杨森医学药学奖、2012年 发展中国家科学院 基础医学奖、2015年 中国科学院杰出科技成就奖（个人奖）、2015年 何梁何利基金科学与技术进步奖、2016年 首届“全国杰出科技人才”奖、2014年9月 第七届谈家桢生命科学成就奖、2017年 第三届树兰医学奖、2008年 Thomson Reuters Research Fronts Awards、1988年 中国科学技术协会中国青年科技奖、2010年 中国侨界（创新人才）贡献奖”；国籍: “中国”；研究方向: “病原微生物跨宿主传播”；毕业院校: “牛津大学”；参与战役: “埃博拉战役、H7N9型禽流感”；"
"character/R328","病原微生物跨宿主传播","领域",""
"character/R329","牛津大学","学校",""
"character/R33","2003年以钟南山为首的专家指导下，广东省创下世界最低非典病死率记录3.7%；","事迹","所属期刊: “广东”；"
"character/R331","率领首批中国疾病预防控制中心移动实验室检测队赴塞拉利昂抗击埃博拉","事件","顺承: “率领首批中国疾病预防控制中心移动实验室检测队赴塞拉利昂抗击埃博拉”；所属期刊: “塞拉利昂”；"
"character/R332","塞拉利昂","城市",""
"character/R333","“作为中国疾控中心主任，我更大的工作是疾病预防控制工作，落实总书记在十九大提出的预防控制重大疾病，从治疗为主转向预防为主健康中国的策略。”","言论",""
"character/R334","描绘出埃博拉病毒的进化图，在抗击埃博拉病毒的国际援助行动中发挥了关键作用;","事迹","所属期刊: “埃博拉”；"
"character/R335","首次证实野生迁徙鸟能够群体感染高致病性H5N1禽流感病毒，改变了野生迁徙鸟只是流感病毒贮存宿主的结论","事迹",""
"character/R336","埃博拉","城市",""
"character/R337","山西应县","城市",""
"character/R338","2013年12月至今中国科学院院士","履历","摘要: “院士”；类型: “中国科学院”；"
"character/R339","中国科学院","机构",""
"character/R34","南京","城市",""
"character/R340","2011年5月至今中国疾病预防控制中心副主任","履历","摘要: “副主任”；类型: “中国疾病预防控制中心”；"
"character/R341","副主任","职务",""
"character/R342","中国疾病预防控制中心","机构",""
"character/R343","猪瘟防制","成果",""
"character/R344","鸡新城疫防制","成果",""
"character/R345","禽病学第9版","成果",""
"character/R346","禽病学第10版","成果",""
"character/R347","禽病学第11版","成果",""
"character/R348","禽病学第12版","成果",""
"character/R349","微生物学案头百科","成果",""
"character/R35","1992年5月-2002年12月广州医学院院长、党委书记","履历","摘要: “党委书记、院长”；类型: “广州医学院”；"
"character/R350","病毒学家田波院士","成果",""
"character/R351","病原微生物实验室生物安全培训指南","成果",""
"character/R352","广东省","城市",""
"character/R357","2017年第三届树兰医学奖","事件","相关奖项: “第三届树兰医学奖”；"
"character/R356","2016年首届“全国杰出科技人才”奖","事件","相关奖项: “首届“全国杰出科技人才”奖”；"
"character/R355","2015年何梁何利基金科学与技术进步奖","事件","相关奖项: “何梁何利基金科学与技术进步奖”；"
"character/R358","2015年第十六届吴阶平-保罗·杨森医学药学奖","事件","相关奖项: “第十六届吴阶平-保罗·杨森医学药学奖”；"
"character/R359","2015年中国科学院杰出科技成就奖（个人奖）","事件","相关奖项: “中国科学院杰出科技成就奖（个人奖）”；"
"character/R36","1996年5月中国工程院院士","履历","摘要: “院士”；类型: “中国工程院”；"
"character/R360","2014年9月第七届谈家桢生命科学成就奖","事件","相关奖项: “第七届谈家桢生命科学成就奖”；"
"character/R361","2014年第19届日本日经亚洲奖","事件","相关奖项: “第19届日本日经亚洲奖”；"
"character/R362","2012年发展中国家科学院基础医学奖","事件","相关奖项: “发展中国家科学院基础医学奖”；"
"character/R363","2010年中国侨界（创新人才）贡献奖","事件","相关奖项: “中国侨界（创新人才）贡献奖”；"
"character/R364","2008年第一届谈家桢生命科学创新奖","事件","相关奖项: “第一届谈家桢生命科学创新奖”；"
"character/R365","2008年ThomsonReutersResearchFrontsAwards","事件","相关奖项: “Thomson Reuters Research Fronts Awards”；"
"character/R366","1988年中国科学技术协会中国青年科技奖","事件","相关奖项: “中国科学技术协会中国青年科技奖”；"
"character/R367","发展中国家科学院基础医学奖","奖项",""
"character/R368","首届“全国杰出科技人才”奖","奖项",""
"character/R369","中国侨界（创新人才）贡献奖","奖项",""
"character/R37","2013年7月至今广州呼吸疾病研究所所长","履历","摘要: “研究所所长”；类型: “广州呼吸疾病研究所”；"
